,Transliteration,Translation
2974,iri=sn n P. pn Swi.w,With them performing the ‘Rise!’ for Pepi.
2975,pr=f r=f Swy=f r=f ir p.t,Thus let him ascend; thus let him rise to the sky.
2976, pry=f r=f Swy=f r=f ir p.t ,Let him thus ascend; let him thus rise to the sky.
2977, Swy A Swy m rd.wi=k(i) /// /// /// ,"Ah, rise up! Rise up with your feet! /// . . . ///."
2978,Sw ir=k r ir(.t) ra i(r) rn=k pw ir.n nTr.w n(i) Hr dA[.ti n(i) Hr sk sn],"Rise to the eye of Re, to this your name which the gods made, of ‘netherworld Horus,’ [of ‘Horus who destroys them’]!"
2979,Sw r=k ir p.t m-ab sbA.w imiw p.t,Rise to the sky in the company of the stars who are in the sky!
2980, Sw {r=k} ir=k ir p.t m-ab nTr.w n rn=k <p>w /// /// sk sn {z}<a>bS sn ,"Rise to the sky among the gods, because of <th>is your name [of ] /// [‘Horus] who destroys them,’ ‘who drowns them!’"
2981,Xny Ne. ra m nmt p.t,Let Neferkare row Re in striding the sky.
2982,Xny P. ra ir imn.t,That Pepi may row Re to the west.
2983,Xn=f Tw,Let him row you.
2984,Di pr.t-xrw,Give the going-forth-of-the voice.
2985,Htp-Di-ni-sw.t zp 2,The offering given of the king (twice).
2986,Htp-ni-sw.t zp 2,The offering of the king (twice).
2987,pr.t-xrw ni-sw.t,The going-forth-of-the-voice of the king.
2988,wdn x.t n T.,Consecrating offerings for Teti.
2989,wDb Htp(.t)-nTr,The reversion of divine offerings.
2990, sT sw abA=f m a=f m sqd wiA=k ,"With his staff is in his hand, as one who sails your bark."
2991,sqd sw imiw qbHw,Those who are in the firmament sailing him.
2992,sqdi=k Hna i.xm.w-wrD,May you sail with the unwearying (stars).
2993,sqd=f m sqdd.t=Tn(i) im,That he may sail by that by which you sail.
2994,n im(i)-rd=k,Without an obstructor.
2995,dr.n Hr imi-rd=k,Horus having removed your shackle.
2996,nHm.n(=i) Tw m-a ir(i)-rd=k,I have saved you from your obstructor.
2997, nHm.n(=i) Tw m-a ir(i)-rd=k ,I have saved you from your obstructor.
2998,nHm P. pn m-a imi-rd im(i) tA,Pepi being saved from the obstructor which is in the earth.
2999,i.nD[=k] /// /// ///,May [you] save /// . . . ///.
3000,iab n=k mr.w n Hr nD.n=f it=f n it(=i) M.n pn nD.n=f D.t=f ,"The waterways are joined for you, for Horus who saved his father, for my father Merenre who saved himself."
3001,i.nD=k Tw m-a <ir>r nn ir=k,And save yourself against those who would act against you!
3002,[wD].n nTr nD=k Tw m-a mdw.t xft(i)=k,The god has [commanded] that you save yourself from what your enemy says.
3003,nD=k Tw m-a xft(i)=k,Saving yourself from your opponent.
3004,iw nD.n sw W. m-a ir.w nn i[r=f ],And Unas has saved himself from those who would have done this [against him].
3005,sT x.t imA (n) nTw Sr.t,The scent of ritual is fragrant (to) tongue and nostrils.
3006,sT wr ir(i)=k iAm n Sr.t sT ix.t-wt.(i)t,"The great scent for you is fragrant to the nostrils, the scent of Ikhet-Wetit."
3007, /// /// /// iAm n Sr.t=k sT ix.t-wt.(i)t ,"/// /// /// is fragrant to your nostrils, the scent of Ikhet-wetit."
3008, pDpD sT ir(.t) Hr r=k ,"The scent of the eye of Horus diffusing, being toward you."
3009, (i)m ir(.t) Hr pD.t.n=f m sT=s ,Take the eye of Horus the scent of which he diffused!
3010,Htm.t(i) Hr=k im=s pDpD,Provide your face with it suffused!
3011,pD Tw m rn=k pAD,"Diffuse yourself, in your name of ‘pellet!’"
3012,(i)m ir.t Hr pD.t.n=f m sT=s,Take the eye of Horus whose scent he diffused!
3013,pdpd sT=s r=k,Its scent permeating you.
3014,tn Hm tw nDm.t sT mdw.t.n [Hr Hr=s xr gbb],"This is indeed that which is sweet of scent, [concerning which Horus] spoke [with Geb]."
3015,nDm sT=k mr ra,That your scent be sweet like Re’s.
3016,sT x.t imA (n) nTw Sr.t,The scent of ritual is fragrant (to) tongue and nostrils.
3017,sT wr ir(i)=k iAm n Sr.t sT ix.t-wt.(i)t,"The great scent for you is fragrant to the nostrils, the scent of Ikhet-Wetit."
3018, /// /// /// iAm n Sr.t=k sT ix.t-wt.(i)t ,"/// /// /// is fragrant to your nostrils, the scent of Ikhet-wetit."
3019, nDr Tn a n(i) P. pn n anx tp(i) nDm.w sT ,"Take the hand of Pepi, for life, the one atop sweetness of scent!"
3020, pDpD sT ir(.t) Hr r=k ,"The scent of the eye of Horus diffusing, being toward you!"
3021,sT=s ir=k,Its scent being toward you.
3022,sT=k r W.,Your scent be toward Unas.
3023,(i)m sT ir.t Hr ir=k,Take the scent of the eye of Horus to yourself !
3024,Szp n=k sT=s ir=k,Receive its scent to you!
3025,sT=s ir=f ,Its scent to him.
3026,sT ir.t Hr r=k,The scent of the eye of Horus to you.
3027,sT ddwn ir=k Hwn Sma pr m tA-zti,"Let be to you the scent of Dedun, the Upper Egyptian youth who came forth from Nubia."
3028,sT ddwn ir=k Hwn Sma,"Let be to you the scent of Dedun, the youth of Upper Egypt."
3029,iw sT ddwn ir=k Hwn Sma pr m tA-zt(i),"The scent of Dedun is to you, the youth of Upper Egypt who came forth from Nubia."
3030,sT wr ir(i)=k iAm n Sr.t sT ix.t-wt.(i)t,The great scent for you is fragrant to
3031,sT (i)x.t-wt.(i)t ir Ne. pn,With the scent of Ikhet-wetit to Neferkare.
3032,sT=s ir=k,With its scent to you.
3033,i sT=k ir W.,Your scent comes to Unas.
3034, pDpD sT ir(.t) Hr r=k ,"The scent of the eye of Horus diffusing, being toward you!"
3035, (i)m ir(.t) Hr pD.t.n=f m sT=s ,Take the eye of Horus the scent of which he diffused!
3036,Htm kw m sT=s,Provide yourself with its scent!
3037,sT=s ir=k,Its scent being toward you.
3038,sT=k r W.,Your scent be toward Unas.
3039, (i)m sT ir.t Hr ir=k ,Take the scent of the eye of Horus to yourself !
3040,Szp n=k sT=s ir=k,Receive its scent to you.
3041,sT=s ir=f ,Its scent to him.
3042,n Sr.t=k Hr sT ixt-wt.(i)t,For your nostrils are over the scent of Ikhet-wetit.
3043,Sr.t=k Hr sT (i)x.t-wt.(i)t,Your nostrils over the scent of Ikhet-wetit!
3044,sT wr ir(i)=k iAm n Sr.t sT ix.t-wt.(i)t,"The great scent for you is fragrant to the nostrils, the scent of Ikhet-Wetit."
3045,sT (i)x.t-wt.(i)t ir Ne. pn,With the scent of Ikhet-wetit to Neferkare.
3046,sT=s ir=k,With its scent to you.
3047, /// /// /// iAm n Sr.t=k sT ix.t-wt.(i)t ,"/// /// /// is fragrant to your nostrils, the scent of Ikhet-wetit."
3048, sT ir.t Hr ir iwf n(i) P. pn ,The scent of the eye of Horus is on the flesh of Pepi.
3049,sT[=f m ix.t]-wt.(i)t,With [his] scent as [Ikhet]-wetit.
3050,mA=k im=sn(i),That you may see by them (sc. the eyes).
3051,mA=k im=sn(i),That you may see by them.
3052,mA=k im=s m rn=s n(i) wp.t-wA.wt,"Even that you see by it, in its name of Wepetwaut."
3053,mA=k im=s,That you may see by it!
3054, m-n=k ir.t Hr wa.t mA=k im=s ,"Take the sole eye of Horus, that you may see by it!"
3055,mA=k im=s,That you see with it.
3056,mA=k im=s,That you see by it.
3057,aHa mA=k nn aha sDm=k nn ir.n n=k zA=k ir.n n=k Hr,"Arise and see this, arise and hear this which your son did for you, which Horus did for you!"
3058,mA.n=f D.t=f m msk.t(i)t,And he has seen his cobra in the night-bark.
3059,mAn n=Tn W. mr mAA Hr n As.t,That Unas may look upon you just as Horus looks upon Isis.
3060,mA [P. Ax=sn],Let [Pepi] see [that they are Akhs].
3061,iw mA.n Ne. wr.t,Neferkare has seen the great one.
3062,mA<.n> Nt. {n} nww,Neith saw Nu.
3063,mA=k ra m i.nTt.w=f ,That you see Re in his fetters.
3064,mDr Hr n(i) W. r=k,When the sight of Unas is turned to you.
3065,mA Ne. it=f mA Ne. ra,"That Neferkare may see his father, that Neferkare may see Re."
3066,[n] psD.n ra m Ax.t mA [sw nTr] nb,"And Re does [not] shine from the horizon, that every [god] see [him]."
3067,mA Tw T.,Let Teti see you.
3068,Hsq tp kA km wr,The head of the great black serpent is cut off.
3069, pzH.n W. tA pzH.n W. gbb pzH.n W. it n(i) pzH sw ,"Unas’s having bitten the earth, Unas’s having bitten Geb, was Unas’s having bitten the father of the one who bit him."
3070,Hf Aw pzH xtxt pr pzH=f ,The serpent is bitten throughout the house.
3071,abS.w m Aw S.w TmT iT hnw.w,"Be drowned as the Au-(serpent) of the lakes, O Tjemetj-serpent, who take the vessel!"
3072,Tbw.t Hr xnd.t nxi nxi n(i) Hr Xrd nxn,"The sandal of Horus is that which treads the serpent, the serpent of Horus the young child."
3073,Sa tp HAk sd,With head cut off and tail cut off.
3074,Tbb.n Hr rA=f m Tbw=f ,Horus has crushed his mouth even with his sandal.
3075,abS sw abS sw,Drown it; drown it!
3076,ptpt A hpnw hip.ti imn.i,"Ah, one who is trodden, O Hepenu-serpent, O Hipeti- serpent, O Imeni-serpent!"
3077,xr D.t pr.t m tA,Let fall the cobra which rose from the earth.
3078,xr kA n sDH xr sDH n kA,The bull-serpent is fallen because of the Sedjeh-serpent; the Sedjeh-serpent is fallen because of the bull-serpent.
3079,xr kA n sDH xr sDH n kA,The bull-serpent is fallen because of the Sedjeh-serpent; the Sedjeh-serpent is fallen because of the bull-serpent.
3080,xr kA /// ///,The serpent is fallen /// ///.
3081, iwa=k i.sSm nb nfr.w ,May you inherit the service of the lord of perfection.
3082,i.sSm Tw zA=k Hr,Your son Horus has performed service for you.
3083,sSm=sn Tw /// /// ///,Let them serve you /// /// ///.
3084,Hms Hr gs=k imn(.i),Sit upon your right side!
3085,d Tw Hr gs=k wnm(.i),Put yourself upon your right side!
3086,d Tw Hr gs=k wnm.i,Set yourself upon your right side!
3087,d Tw Hr wnm(.i)=k,Set yourself upon your right!
3088,sDsr.w Tw Hr gs=k wnm(.i),Upraise yourself upon your right side!
3089,Hms r=k Hr gs=k wnm(.i),Be seated upon your right side!
3090,d Tw Hr gs=k wnm(.i),Set yourself upon your right side!
3091,d Tw Hr gs=k [wnm(.i)],Set yourself upon your [right] side!
3092, m-k(w) ir.t.n stS Hna DHw.ti sn.wi=k(i) i.xm.w rm Tw ,"See what Seth and Thoth did, your two brothers who cannot beweep you!"
3093, in Hr nD=f ir.t.n stS ir=k ,It is Horus who will redeem what Seth did against you.
3094,i.xm.n stS ir.t.n=f ir T. m xmn.t=f ,For Seth has eliminated what he did against Teti in his eighth-day ceremony.
3095,ir.n stS ir=f ,When Seth acted against him.
3096,n ir.n(=i) is nw ir=f ,I have not done this against him.
3097,swt nHm sn m-a mr.t nb(.t) ir.t.n stS r=sn,He is the one who saved them from every ill which Seth did to them.
3098,iw nD.n=i Tw it(=i) wsir M.n m-a ir mr.t ir=k,"I have saved you, O my father Osiris Merenre, from the one who did ill against you."
3099,ink Hr iw.n(=i) xw(=i) Tw i/// /// Hr ir.t.n=f ir=k,I am Horus. I have come that I may protect you /// /// from what he did to you.
3100,wab Hr m-a ir.t.n sn=f stS ir=f ,Horus being purified from what his brother Seth did against him.
3101,xm.n=f ir.t ir=f m [xmn.t=f hrw],For he has destroyed what was done against him in [his eighth-day ceremony].
3102,nh.n M.n hrw Xr(i) mwt mr nh.t stS hrw=f Xr(i) mwt,Merenre has escaped the day which holds death just as Seth escaped his day which holds death.
3103,nhi P. pn hrw Xr(i) mwt mr nh.t stS hrw=f Xr(i) mwt,Pepi will escape the day of death just as Seth escaped his day of death.
3104, xr Hr n ir.t=f zbn kA n Xr(i)w(i)=f(i) ,Horus is fallen because of his eye; the serpent is slithered away because of his testicles.
3105, xr Hr Hr ir.t=f pAz stS Hr Xr(i)w(i)=f(i) ,Horus is fallen because of his eye; Seth
3106,ihi n(i) stS n Xr(i)w(i)=f(i),The cry of Seth for his testicles.
3107, ms.t n qni.t(i) ir.t Hr n sAd.t Xr(i)wi stS ,"Which was born before the eye of Horus was injured, before the testicles of Seth were lost."
3108,i.aH=k Xr( iwi) n( iwy) stS,May you snare the testicle(s) of Seth.
3109, xnD m-ab sASr.t DA.t 4 n(i)t mw ,A shank and roast meat and four handfuls of water.
3110,xnD m-ab sASr.t fd.t DA.wt n( iw)t mw,A shank and roast meat and four handfuls of water.
3111,xnD sASr.t Aw.t=f pi,"As for the shank and roasted meat, it is his offering."
3112,Sw sSw sw Sw sSw sw,"O Shu, raise him up! O Shu, raise him up!"
3113,f A M. ir-Hr(i),Lift Merire up!
3114,Sw f A=f sw,Shu lifts him up.
3115,f A P. pn ir p.t,Lift up Pepi to the sky!
3116,f( A) {im=f } P. pn,Lift up Pepi!
3117, f A=Tn(i) Nt. ,"May you lift up Neith, (o two falcons, i.e. two gods, i.e. Shu and Tefenut)."
3118,f A Tny Ne.,"Lift up Neferkare, (o two companions, i.e. Shu and Tefenut)!"
3119,mA Tw ra,And let Re see you.
3120,xr Hr r Hr mAn Hr Hr,"If sight fall upon (lit. to) sight, if sight see sight."
3121,Hr Hr=k,Sight is upon you.
3122,Hr Hr=k,Sight is upon you.
3123,xr Hr Hr Hr,If sight fall upon sight.
3124,mA Tw mw.t=k nw.t,And let your mother Nut see you.
3125,Hr Hr=k,Sight is upon you.
3126,Hr Hr=k,Sight is upon you.
3127,Hr Hr=k,Sight is upon you.
3128,xr Hr Hr Hr Hr inm km i.sSw Sw,If sight falls upon sight because of the black skin which Shu made rise up.
3129,xr Hr=f Hr wr.t,His sight falling upon the great one.
3130, Szp.w=f psD tA.wi i.wn=f Hr nTr.w ,The one whom he receives at dawn and he opens the sight of the gods.
3131,i.wn Hr nTr n W.,Open the sight of the god to Unas!
3132,wn Hr n(i) Hr in Akr wn Hr n(i) Akr in Hr,The sight of Horus has been opened by
3133,nDr.n sn.t=k As.t im=k,Your sister Isis having taken hold of you.
3134,iw.n(=i) nDr(=i) im=k,"I have come, even that I may grasp hold of you."
3135,iw.n(=i) nDr(=i) im=k,"I have come, even that I may grasp hold of you."
3136, iw.n(=i) {n} nDr.n(=i) {n} im=k ,I have come: I have grasped hold of you.
3137,sn.t=f spd.t,For his sister is Sothis.
3138,sn.t P. pw spd.t,For the sister of Pepi is Sothis.
3139,sn.t P. pw spd.t,For the sister of Pepi is Sothis.
3140,sn.t M.n spd.t,For the sister of Merenre is Sothis.
3141,sn.t=f spd.t,For his sister is Sothis.
3142,sn.t=k spd.t,Your sister is Sothis.
3143,sn.t=f pi spd.t,And Sothis is his sister.
3144, i n=k sn.ti=k(i) As.t nb.t-Hw.t sDA=sn(i) kw ,"Your sisters Isis and Nephthys come to you, even that they may make you well."
3145,i As.t i nb.t-Hw.t,Isis comes: Nephthys comes.
3146, i HA.t i Dr.t As.t ti Hna nb.t-Hw.t ,"The wailing-bird comes: the mourning-kite comes, that is, Isis and Nephthys."
3147,i n=k sn.t(i)=k(i) As.t {w} Hna nb.t-Hw.t,"Your two sisters come to you, Isis and Nephthys."
3148,iw.n(=i) nDr(=i) im=k,"I have come, even that I may grasp hold of you."
3149, iw.n=i i.Ha.k(i) n mr.wt=k ,"I have come, even while rejoicing because of love of you."
3150,iw.n(=i) nDr(=i) im=k,"I have come, even that I may grasp hold of you."
3151,iw.n(=i) <Hr>-ib tA [n] m bw Xr(i)=k im,"I have come even in the middle of [th]is land, into the place where you are."
3152,mA.n Tw As.t Hna nb.t-Hw.t gm.n=sn(i) Tw,Isis and Nephthys have seen you: they have found you.
3153,gmy gm.n=s Hr=s,The found one whom she found is her Horus.
3154,gm.t Tw Hr gs=k Hr wDb. ndi.t,She who found you upon your side on the bank of Nedit.
3155,gm.n=sn(i) wsir ndi.n sw sn=f stS r tA m ndi.t,"They have found Osiris, even after his brother Seth cast him down in Nedit."
3156, gm.w=k (i)n=sn(i) m nwr ,You having been found by them as one who shakes.
3157,gm.n=s Tw km.t(i) <wr.t(i)> m rn=k n(i) km-wr,"She having found you complete and <great>, in your name of ‘great black.’"
3158,gm.n=i,The one whom I have found.
3159,gm {t} Tw sn.t=k As.t Hr mn.ti mw.t=k,Your sister Isis finding you upon the thighs of your mother.
3160,Hms W. Hna Xnn.w ra,Let Unas sit with those who row Re.
3161,Hms=f sA=f ir gbb,With him sitting with his back to ( i.e. beside) Geb.
3162,Hms=f m-m=Tn,As he sits among you.
3163,Hms W. sA=f ir Dsr.t m iwnw,While Unas sits with his back to ( i.e. beside) the sacred goddess in Heliopolis.
3164,Hms M.n m-m=Tn,Let Merenre sit among you.
3165,Hms=f m-m sbA.w imiw p.t,That he sit among the stars which are in the sky.
3166,Hms Ne. r-rmn=k,Let Neferkare sit beside you.
3167,Hms=f r smA xnt(i)-imn.tiw,That he sit beside foremost of the westerners.
3168,Hms Hr xnd wsir,Sit upon the throne of Osiris!
3169,Hms=k Hr xnd=k pw,May you sit upon this throne of yours.
3170,Hms r=k Hr xndw=k {w} biA.i,Be seated upon your metal throne!
3171,i.Hms=k Hr xnd biA(.i),That you sit upon the metal throne.
3172,Hms.ti Hr xndw=k biA.i,Be seated upon your metal throne!
3173,Hms=k Hr xndw=k biA(.i),May you be seated upon your metal throne.
3174,Hms r=k Hr xnd=k p(w) biA(.i),Be seated upon this metal throne of yours!
3175,biA=k ir p.t Hr xndw=k biA,May you rise (lit. be distant) to the sky upon your metal throne.
3176,Hms r=k Hr xndw=k pw biA(.i),Be seated upon this this your metal throne!
3177,Hms r=k Hr xndw=k pw biA.i,Be seated upon this your metal throne!
3178, aHa Hms=k Hr xndw wsir ,Stand and sit upon the throne of Osiris!
3179,Hms.t(i) Hr xndw=k biA(.i),Be seated upon your metal throne!
3180,Hms.w=k r=k Hr xndw pw n(i) ra,You will sit upon this throne of Re.
3181,Hms=k is Hr xnd=k pw biA.i wr is imi iwnw,"May you sit upon this your metal throne, as the great one who is in Heliopolis."
3182, Hms Hr xndw=k pw biA.i an.wt=k xbA.t Hw.t ,"Be seated upon your metal throne, your talons which obliterate the house!"
3183, Hms=k Hr xndw=k biA(.i) biA.w n=f mwt.w an.wt=k xbA.t Hw.t nw-tknw ,"May you be seated upon your metal throne from which the dead are distant, your talons which obliterate the house of Nuteknu."
3184,Hms Hr xndw=k biA(.i),Sit upon your metal throne!
3185, xa.n=f Hr mr Hr xndw=f ,"He has appeared upon the waterway, upon his throne."
3186,[Hms=k Hr xndw=k] biA.y Hr ns.t xnti-imn(.tiw),"[Sit upon your] metal [throne], upon the throne of foremost of westerners!"
3187,Hms=k Hr xndw=k biA,And be seated upon your metal throne.
3188,Hms=k r=k Hr xnd[w=k],And be seated upon [your] throne.
3189,Hms r=k Hr xndw=k pw biA(.i),Sit upon this metal throne of yours!
3190,Hmsi=f r=f Hr xndw=f ipf biA.i nti Hr.w=f m mA-HzA rd.w=f m aAg.wt smA wr,"Let him sit thus upon this metal throne of his, the faces of which are those of lions, its feet the hooves of the great wild bull."
3191,Hms.w=f Hr xndw=f biA.i,He will sit upon his metal throne.
3192,Dr Hms.t Hr Hr xnd=f pw biA,Until Horus (sc. the beneficiary) be seated upon
3193,Hms [P. pn Hr] xnd=f biA nti m s[.t] bA,Let [Pepi] sit [upon] this metal throne of his which is in the [ place] of the Ba.
3194,Hms=k xnt(i) nTr.w,And sit before the gods.
3195,Hms=k Ne. pn xnt(i) psD.t gbb is iri-pa.t nTr.w wsir is xnt(i) sxm.w Hr is nb pa.t nTr.w ,"May you sit, O Neferkare, before the Ennead as Geb, heir of the gods, as Osiris, foremost of the powers, as Horus, lord of princes and gods."
3196,Hms=k xnti=sn,And sit before them.
3197,Hms=k xnti wr.w ir=k,And may you sit before those who are greater than you.
3198,Hms.ti xnti wr.w ir=k,And sit before those who are greater than you.
3199,Hms i.gr,Be seated! Silence!
3200, aHa] Hms wxA n=k tA ir(i)=k ,Stand] and sit! Throw off the earth which is against you!
3201,aHa Hms wxA n=k tA ir(i)=k,Stand and sit! Throw off the earth which is against you!
3202,Hms r=k ///,Sit /// . . . ///!
3203,zA=k Hr ns.t=k,That your son be upon your throne.
3204,aHa zA=k Hr ns.t=k apr m ir.w=k,"May your son arise upon your throne, equipped in your form (sc. of Horus)."
3205,iwa.w=k Hr ns.t=k,(To where) your heir is upon your throne.
3206,Dd(=i) nn r=k,Against you do I say this.
3207,rA=i ik tk pi,"My utterance, it is that which Ik-attacks and Tk-attacks."
3208,iSS.w Hr zmrn,The spit of Horus is natron.
3209,nb qr(i) i.sAH n=f isd stS wTz=f Tw,"And it is the lord of storm, who drew out the saliva of Seth for him, who will raise you up."
3210, iSS pr m rA Hr ,The spit which went forth from the mouth of Horus.
